Date,Asset,Open,High,Low,Close,sentiment,ma30,Position,Order_Execution,High_Tmr,Low_Tmr,Close_Tmr,PnL,Reserve,Returns
2001-02-16,US,1326.61,1326.61,1293.18,1301.53,-0.116487,-0.09449933333333335,Long,True,1307.16,1278.44,1278.94,-0.014562099990011741,0.17872482243902382,1.0177248224390238
2001-02-20,US,1301.53,1307.16,1278.44,1278.94,-0.10949500000000001,-0.09584526666666669,Long,True,1282.97,1253.16,1255.27,-0.01552780427541563,0.1631970181636082,1.0021970181636082
2001-02-21,US,1278.94,1282.97,1253.16,1255.27,-0.13087200000000002,-0.09786443333333336,Long,True,1259.94,1228.33,1252.82,-0.0016375361476017244,0.16155948201600648,1.0005594820160064
2001-02-22,US,1255.27,1259.94,1228.33,1252.82,-0.129745,-0.0986225666666667,Long,True,1252.82,1215.44,1245.86,-0.004661036701202144,0.15689844531480432,0.9958984453148043
2001-02-23,US,1252.82,1252.82,1215.44,1245.86,-0.147256,-0.1010948666666667,Long,True,1267.69,1241.71,1267.65,0.014674048448461346,0.17157249376326567,1.0105724937632656
2001-02-26,US,1245.86,1267.69,1241.71,1267.65,-0.10435499999999999,-0.09975320000000004,Long,True,1272.76,1252.26,1257.94,-0.0064266082909321025,0.16514588547233358,1.0041458854723335
2001-02-27,US,1267.65,1272.76,1252.26,1257.94,-0.12156700000000001,-0.10133930000000005,Long,True,1263.47,1229.65,1239.94,-0.012005342067189173,0.1531405434051444,0.9921405434051443
2001-02-28,US,1257.94,1263.47,1229.65,1239.94,-0.120172,-0.10183863333333339,Long,True,1241.36,1214.5,1241.23,0.0008728728809459163,0.1540134162860903,0.9930134162860903
2001-03-01,US,1239.94,1241.36,1214.5,1241.23,-0.144066,-0.10311750000000004,Long,True,1251.01,1219.74,1234.18,-0.004765394004334339,0.149248022281756,0.988248022281756
2001-03-02,US,1241.23,1251.01,1219.74,1234.18,-0.14239200000000002,-0.10456573333333338,Long,True,1242.55,1234.04,1241.41,0.004914979986711896,0.15416300226846788,0.9931630022684679
2001-03-05,US,1234.18,1242.55,1234.04,1241.41,-0.11483399999999999,-0.10608343333333338,Long,True,1267.42,1241.41,1253.8,0.008373712149893978,0.16253671441836184,1.0015367144183618
2001-03-06,US,1241.41,1267.42,1241.41,1253.8,-0.10699700000000001,-0.10805183333333337,Short,True,1263.86,1253.8,1261.89,-0.005413550805551226,0.15712316361281062,0.9961231636128106
2001-03-07,US,1253.8,1263.86,1253.8,1261.89,-0.101172,-0.10880460000000004,Short,True,1266.5,1257.6,1264.74,-0.0018948957516106558,0.15522826786119998,0.9942282678612
2001-03-08,US,1261.89,1266.5,1257.6,1264.74,-0.133729,-0.11019280000000005,Long,True,1264.74,1228.42,1233.42,-0.02077698183025757,0.1344512860309424,0.9734512860309423
2001-03-09,US,1264.74,1264.74,1228.42,1233.42,-0.144152,-0.11107126666666671,Long,True,1233.42,1176.78,1180.16,-0.036228648797652065,0.09822263723329033,0.9372226372332904
2001-03-12,US,1233.42,1233.42,1176.78,1180.16,-0.12019300000000001,-0.10911833333333339,Long,True,1197.83,1171.5,1197.66,0.012441109680043418,0.11066374691333375,0.9496637469133338
2001-03-13,US,1180.16,1197.83,1171.5,1197.66,-0.13538,-0.11156493333333338,Long,True,1197.66,1155.35,1166.71,-0.02168148723343853,0.08898225967989522,0.9279822596798952
2001-03-14,US,1197.66,1197.66,1155.35,1166.71,-0.128029,-0.11272193333333339,Long,True,1182.04,1166.71,1173.56,0.004925945607734526,0.09390820528762975,0.9329082052876297
2001-03-15,US,1166.71,1182.04,1166.71,1173.56,-0.142755,-0.11425290000000006,Long,True,1173.56,1148.64,1150.53,-0.016464577865639568,0.07744362742199018,0.9164436274219901
2001-03-16,US,1173.56,1173.56,1148.64,1150.53,-0.16609300000000002,-0.11625646666666672,Long,True,1173.5,1147.18,1170.81,0.01478876691611698,0.09223239433810716,0.9312323943381071
2001-03-19,US,1150.53,1173.5,1147.18,1170.81,-0.111767,-0.11802600000000005,Short,True,1180.56,1142.19,1142.62,0.020200895106806394,0.11243328944491356,0.9514332894449136
2001-03-20,US,1170.81,1180.56,1142.19,1142.62,-0.146008,-0.1213443333333334,Long,True,1149.39,1118.74,1122.14,-0.015038000385079766,0.09739528905983379,0.9363952890598337
2001-03-21,US,1142.62,1149.39,1118.74,1122.14,-0.16775299999999999,-0.12301240000000006,Long,True,1124.27,1081.19,1117.58,-0.003409414155096653,0.09398587490473713,0.9329858749047371
2001-03-22,US,1122.14,1124.27,1081.19,1117.58,-0.15817799999999999,-0.12463516666666673,Long,True,1141.83,1117.58,1139.83,0.01670372590776508,0.1106896008125022,0.9496896008125022
2001-03-23,US,1117.58,1141.83,1117.58,1139.83,-0.12247999999999999,-0.12435543333333339,Short,True,1160.02,1139.83,1152.69,-0.009465920356544512,0.1012236804559577,0.9402236804559576
2001-03-26,US,1139.83,1160.02,1139.83,1152.69,-0.059864999999999995,-0.11957360000000006,Short,True,1183.36,1150.96,1182.17,-0.021457390972420963,0.07976628948353673,0.9187662894835367
2001-03-27,US,1152.69,1183.36,1150.96,1182.17,-0.099537,-0.12147046666666673,Short,True,1182.17,1147.83,1153.29,0.020496476818055023,0.10026276630159175,0.9392627663015918
2001-03-28,US,1182.17,1182.17,1147.83,1153.29,-0.116249,-0.12186693333333339,Short,True,1161.69,1136.26,1147.95,0.0038847644564679153,0.10414753075805967,0.9431475307580597
2001-03-29,US,1153.29,1161.69,1136.26,1147.95,-0.174004,-0.12361483333333338,Long,True,1162.8,1143.83,1160.33,0.009048146696284563,0.11319567745434424,0.9521956774543442
2001-03-30,US,1147.95,1162.8,1143.83,1160.33,-0.142622,-0.1243631666666667,Long,True,1169.51,1137.51,1145.87,-0.010455594529142563,0.10274008292520168,0.9417400829252016
2001-04-02,US,1160.33,1169.51,1137.51,1145.87,-0.12944,-0.12174673333333337,Long,True,1145.87,1100.19,1106.46,-0.028855795160009353,0.07388428776519232,0.9128842877651923
2001-04-03,US,1145.87,1145.87,1100.19,1106.46,-0.193171,-0.12620486666666672,Long,True,1117.5,1091.99,1103.25,-0.0024340599750556514,0.07145022779013667,0.9104502277901366
2001-04-04,US,1106.46,1117.5,1091.99,1103.25,-0.14688299999999999,-0.12727316666666671,Long,True,1151.47,1103.25,1151.44,0.036647550419215955,0.10809777820935262,0.9470977782093526
2001-04-05,US,1103.25,1151.47,1103.25,1151.44,-0.104645,-0.1271947666666667,Short,True,1151.44,1119.29,1128.43,0.016766301327034005,0.12486407953638663,0.9638640795363866
2001-04-06,US,1151.44,1151.44,1119.29,1128.43,-0.120511,-0.12783940000000002,Short,True,1146.13,1126.38,1137.59,-0.006810559804329767,0.11805351973205687,0.9570535197320569
2001-04-09,US,1128.43,1146.13,1126.38,1137.59,-0.114101,-0.12627620000000003,Short,True,1173.92,1137.59,1168.38,-0.022708365931486924,0.09534515380056995,0.9343451538005699
2001-04-10,US,1137.59,1173.92,1137.59,1168.38,-0.089889,-0.12803450000000002,Short,True,1182.24,1160.26,1165.89,0.001788039850048796,0.09713319365061875,0.9361331936506188
2001-04-11,US,1168.38,1182.24,1160.26,1165.89,-0.097637,-0.12728263333333337,Short,True,1183.51,1157.73,1183.5,-0.012672542006535637,0.0844606516440831,0.9234606516440831
2001-04-12,US,1165.89,1183.51,1157.73,1183.5,-0.091793,-0.1258297333333334,Short,True,1184.64,1167.38,1179.68,0.0027080523869876852,0.08716870403107078,0.9261687040310708
2001-04-16,US,1183.5,1184.64,1167.38,1179.68,-0.11414500000000001,-0.12087443333333338,Short,True,1192.25,1168.9,1191.81,-0.008626975111894686,0.0785417289191761,0.9175417289191761
2001-04-17,US,1179.68,1192.25,1168.9,1191.81,-0.150126,-0.12328610000000005,Long,True,1248.42,1191.81,1238.16,0.03262906839177398,0.11117079731095009,0.9501707973109501
2001-04-18,US,1191.81,1248.42,1191.81,1238.16,-0.102467,-0.12297610000000005,Short,True,1253.71,1233.39,1253.7,-0.010530189959294318,0.10064060735165575,0.9396406073516557
2001-04-19,US,1238.16,1253.71,1233.39,1253.7,-0.09285299999999999,-0.1212042666666667,Short,True,1253.7,1234.41,1242.98,0.007174028874531377,0.10781463622618714,0.9468146362261871
2001-04-20,US,1253.7,1253.7,1234.41,1242.98,-0.108504,-0.11922930000000004,Short,True,1242.98,1217.47,1224.36,0.012568327728523431,0.12038296395471057,0.9593829639547106
2001-04-23,US,1242.98,1242.98,1217.47,1224.36,-0.08529199999999999,-0.11668693333333338,Short,True,1233.54,1208.89,1209.47,0.0102034614002417,0.13058642535495227,0.9695864253549522
2001-04-24,US,1224.36,1233.54,1208.89,1209.47,-0.125453,-0.11879083333333337,Long,True,1232.36,1207.38,1228.75,0.013374387128246209,0.14396081248319847,0.9829608124831984
2001-04-25,US,1209.47,1232.36,1207.38,1228.75,-0.10064400000000001,-0.12015013333333338,Short,True,1248.3,1228.75,1234.52,-0.003939800610376461,0.140021011872822,0.979021011872822
2001-04-26,US,1228.75,1248.3,1228.75,1234.52,-0.059587,-0.1188184666666667,Short,True,1253.07,1234.52,1253.05,-0.012593291319703112,0.1274277205531189,0.9664277205531189
2001-04-27,US,1234.52,1253.07,1234.52,1253.05,-0.051723000000000005,-0.11666760000000004,Short,True,1269.3,1243.99,1249.46,0.002403742867403473,0.12983146342052237,0.9688314634205224
2001-04-30,US,1253.05,1269.3,1243.99,1249.46,-0.039367,-0.1084985666666667,Short,True,1266.47,1243.55,1266.44,-0.011401901621500577,0.1184295617990218,0.9574295617990217
2001-05-01,US,1249.46,1266.47,1243.55,1266.44,-0.076788,-0.1078010666666667,Short,True,1272.93,1257.7,1267.43,-0.0006558621016392052,0.11777369969738259,0.9567736996973826
2001-05-02,US,1266.44,1272.93,1257.7,1267.43,-0.056764999999999996,-0.10537856666666669,Short,True,1267.43,1239.88,1248.58,0.012478125024656289,0.1302518247220389,0.9692518247220389
2001-05-03,US,1267.43,1267.43,1239.88,1248.58,-0.082623,-0.10169363333333335,Short,True,1267.51,1232.0,1266.61,-0.012115499207099326,0.11813632551493955,0.9571363255149395
2001-05-04,US,1248.58,1267.51,1232.0,1266.61,-0.123974,-0.10093000000000002,Long,True,1270.0,1259.19,1263.51,-0.0020534339694143686,0.11608289154552519,0.9550828915455252
2001-05-07,US,1266.61,1270.0,1259.19,1263.51,-0.075915,-0.09635693333333335,Short,True,1267.01,1253.0,1261.2,0.0015338936771374368,0.11761678522266263,0.9566167852226626
2001-05-08,US,1266.71,1267.01,1253.0,1261.2,-0.082362,-0.09629510000000001,Short,True,1261.65,1247.83,1255.54,0.003765255312400911,0.12138204053506355,0.9603820405350635
2001-05-09,US,1261.2,1261.65,1247.83,1255.54,-0.095486,-0.09567460000000001,Short,True,1268.14,1254.56,1255.18,0.00024056581231969354,0.12162260634738323,0.9606226063473832
2001-05-10,US,1255.54,1268.14,1254.56,1255.18,-0.088978,-0.09564423333333336,Short,True,1259.84,1240.79,1245.67,0.006356769546997228,0.12797937589438046,0.9669793758943804
2001-05-11,US,1255.18,1259.84,1240.79,1245.67,-0.088203,-0.09532976666666668,Short,True,1249.68,1241.02,1248.92,-0.002188982635850565,0.1257903932585299,0.9647903932585299
2001-05-14,US,1245.67,1249.68,1241.02,1248.92,-0.10513,-0.09248826666666667,Long,True,1257.45,1245.36,1249.44,0.0003493258175062617,0.12613971907603616,0.9651397190760361
2001-05-15,US,1248.92,1257.45,1245.36,1249.44,-0.12542799999999998,-0.09445166666666666,Long,True,1286.39,1243.02,1284.99,0.02387185459085659,0.15001157366689274,0.9890115736668927
2001-05-16,US,1249.44,1286.39,1243.02,1284.99,-0.127047,-0.09488173333333333,Long,True,1296.48,1282.65,1288.49,0.0022852317916870436,0.1522968054585798,0.9912968054585798
2001-05-17,US,1284.99,1296.48,1282.65,1288.49,-0.057504,-0.09179433333333333,Short,True,1292.06,1281.15,1291.96,-0.0022594897903747673,0.15003731566820502,0.989037315668205
2001-05-18,US,1288.49,1292.06,1281.15,1291.96,-0.094037,-0.09151333333333334,Long,True,1312.95,1287.87,1312.83,0.013552996996811005,0.16359031266501603,1.002590312665016
2001-05-21,US,1291.96,1312.95,1287.87,1312.83,-0.040672,-0.0845869,Short,True,1315.93,1306.89,1309.38,0.0022048170745639834,0.16579512973958002,1.00479512973958
2001-05-22,US,1312.83,1315.93,1306.89,1309.38,-0.050020999999999996,-0.08312256666666668,Short,True,1309.38,1288.7,1289.05,0.013026676747773863,0.17882180648735388,1.0178218064873539
2001-05-23,US,1309.38,1309.38,1288.7,1289.05,-0.10916700000000001,-0.0839184,Long,True,1295.04,1281.22,1293.17,0.002681571700089379,0.18150337818744325,1.0205033781874433
2001-05-24,US,1289.05,1295.04,1281.22,1293.17,-0.128685,-0.08402613333333335,Long,True,1293.17,1276.42,1277.89,-0.009913561248714385,0.17158981693872888,1.0105898169387288
2001-05-25,US,1293.17,1293.17,1276.42,1277.89,-0.12184500000000001,-0.08473283333333334,Long,True,1278.42,1265.41,1267.93,-0.006539248292106577,0.1650505686466223,1.0040505686466223
2001-05-29,US,1277.89,1278.42,1265.41,1267.93,-0.109633,-0.08770200000000002,Long,True,1267.93,1245.96,1248.08,-0.01313491281064424,0.15191565583597805,0.990915655835978
2001-05-30,US,1267.93,1267.93,1245.96,1248.08,-0.150954,-0.09142156666666669,Long,True,1261.91,1248.07,1255.82,0.005203079930773651,0.1571187357667517,0.9961187357667517
2001-05-31,US,1248.08,1261.91,1248.07,1255.82,-0.137776,-0.09345450000000002,Long,True,1265.34,1246.88,1260.67,0.0032402334729501156,0.16035896923970183,0.9993589692397018
2001-06-01,US,1255.82,1265.34,1246.88,1260.67,-0.10625699999999999,-0.09510423333333336,Long,True,1267.17,1256.36,1267.11,0.0042859431889391685,0.164644912428641,1.003644912428641
2001-06-04,US,1260.67,1267.17,1256.36,1267.11,-0.05329,-0.09197773333333337,Short,True,1286.62,1267.11,1283.57,-0.010898769641152018,0.15374614278748897,0.992746142787489
2001-06-05,US,1267.11,1286.62,1267.11,1283.57,-0.07448099999999999,-0.09244310000000004,Short,True,1283.85,1269.01,1270.03,0.008850362660392443,0.16259650544788143,1.0015965054478815
2001-06-06,US,1283.57,1283.85,1269.01,1270.03,-0.080419,-0.09259323333333337,Short,True,1277.08,1265.08,1276.96,-0.0045780572112471135,0.1580184482366343,0.9970184482366342
2001-06-07,US,1270.03,1277.08,1265.08,1276.96,-0.104868,-0.09334343333333338,Long,True,1277.11,1259.99,1264.96,-0.0078843503320386,0.1501340979045957,0.9891340979045957
2001-06-08,US,1276.96,1277.11,1259.99,1264.96,-0.09682,-0.09338790000000004,Long,True,1264.96,1249.23,1254.39,-0.00701068017961034,0.14312341772498538,0.9821234177249853
2001-06-11,US,1264.96,1264.96,1249.23,1254.39,-0.11500999999999999,-0.09493780000000003,Long,True,1261.0,1235.75,1255.85,0.0009765224531445113,0.14409994017812988,0.9830999401781298
2001-06-12,US,1254.39,1261.0,1235.75,1255.85,-0.140705,-0.09746460000000004,Long,True,1259.75,1241.59,1241.6,-0.009520046183859559,0.1345798939942703,0.9735798939942703
2001-06-13,US,1255.85,1259.75,1241.59,1241.6,-0.11786400000000001,-0.0978890666666667,Long,True,1241.6,1218.9,1219.87,-0.014683851481958814,0.11989604251231151,0.9588960425123114
2001-06-14,US,1241.6,1241.6,1218.9,1219.87,-0.137753,-0.09829990000000004,Long,True,1221.5,1203.03,1214.36,-0.0037896579143679465,0.11610638459794356,0.9551063845979435
2001-06-15,US,1219.87,1221.5,1203.03,1214.36,-0.139519,-0.09871563333333337,Long,True,1221.23,1208.33,1208.43,-0.004097030534602479,0.11200935406334109,0.9510093540633411
2001-06-18,US,1214.36,1221.23,1208.33,1208.43,-0.118413,-0.10263203333333334,Long,True,1226.11,1207.71,1212.58,0.002881300530440308,0.1148906545937814,0.9538906545937813
2001-06-19,US,1208.43,1226.11,1207.71,1212.58,-0.123589,-0.1063473,Long,True,1225.61,1210.07,1223.14,0.0073066024509723946,0.12219725704475379,0.9611972570447538
2001-06-20,US,1212.58,1225.61,1210.07,1223.14,-0.120939,-0.10902286666666668,Long,True,1240.24,1220.25,1237.04,0.00953455859509127,0.13173181563984504,0.970731815639845
2001-06-21,US,1223.14,1240.24,1220.25,1237.04,-0.137561,-0.11194086666666667,Long,True,1237.73,1221.44,1225.35,-0.007928531009506596,0.12380328463033846,0.9628032846303385
2001-06-22,US,1237.04,1237.73,1221.44,1225.35,-0.143758,-0.1130939,Long,True,1231.5,1213.6,1218.6,-0.004621740727139177,0.11918154390319928,0.9581815439031992
2001-06-25,US,1225.35,1231.5,1213.6,1218.6,-0.11383900000000001,-0.1126761,Long,True,1220.7,1204.64,1216.76,-0.0012668307894304564,0.11791471311376883,0.9569147131137687
2001-06-26,US,1218.6,1220.7,1204.64,1216.76,-0.11751199999999999,-0.1146637,Long,True,1219.92,1207.29,1211.07,-0.003923460666031153,0.11399125244773767,0.9529912524477376
2001-06-27,US,1216.76,1219.92,1207.29,1211.07,-0.135001,-0.11600923333333334,Long,True,1234.44,1211.07,1226.2,0.010481698002592833,0.12447295045033051,0.9634729504503304
2001-06-28,US,1211.07,1234.44,1211.07,1226.2,-0.149508,-0.1173384,Long,True,1237.29,1221.14,1224.42,-0.0012179252976675867,0.12325502515266293,0.9622550251526629
2001-06-29,US,1226.2,1237.29,1221.14,1224.42,-0.12088399999999999,-0.11633606666666665,Long,True,1239.78,1224.03,1236.71,0.008421383185508228,0.13167640833817115,0.9706764083381711
2001-07-02,US,1224.42,1239.78,1224.03,1236.71,-0.087059,-0.11311153333333332,Short,True,1236.71,1229.43,1234.45,0.0015332131219121896,0.13320962146008333,0.9722096214600833
2001-07-03,US,1236.71,1236.71,1229.43,1234.45,-0.13752899999999998,-0.11525566666666665,Long,True,1234.45,1219.15,1219.24,-0.010337551136133544,0.1228720703239498,0.9618720703239497
2001-07-05,US,1234.45,1234.45,1219.15,1219.24,-0.122206,-0.11947879999999997,Long,True,1219.24,1188.74,1190.59,-0.01971502739411441,0.10315704292983538,0.9421570429298354
2001-07-06,US,1219.24,1219.24,1188.74,1190.59,-0.16436099999999998,-0.12227686666666664,Long,True,1201.76,1189.75,1198.78,0.005771432651038673,0.10892847558087407,0.947928475580874
2001-07-09,US,1190.59,1201.76,1189.75,1198.78,-0.105198,-0.12086569999999995,Short,True,1203.43,1179.93,1181.52,0.012079897896194495,0.12100837347706855,0.9600083734770686
2001-07-10,US,1198.78,1203.43,1179.93,1181.52,-0.116877,-0.12165219999999996,Short,True,1184.93,1168.46,1180.18,0.0009515370031822632,0.12195991048025082,0.9609599104802508
2001-07-11,US,1181.52,1184.93,1168.46,1180.18,-0.146063,-0.12268729999999996,Long,True,1210.25,1180.18,1208.14,0.019877001813282703,0.1418369122935335,0.9808369122935334
2001-07-12,US,1180.18,1210.25,1180.18,1208.14,-0.077361,-0.12057583333333328,Short,True,1218.54,1203.61,1215.68,-0.005236197791646662,0.13660071450188685,0.9756007145018868
2001-07-13,US,1208.14,1218.54,1203.61,1215.68,-0.093815,-0.11977419999999996,Short,True,1219.63,1200.05,1202.45,0.00913066760989737,0.1457313821117842,0.9847313821117842
2001-07-16,US,1215.68,1219.63,1200.05,1202.45,-0.098078,-0.11626089999999996,Short,True,1215.36,1196.14,1214.44,-0.008365927897209887,0.13736545421457436,0.9763654542145743
2001-07-17,US,1202.45,1215.36,1196.14,1214.44,-0.134425,-0.11818549999999996,Long,True,1214.44,1198.33,1207.71,-0.004649443364843028,0.1327160108497313,0.9717160108497312
2001-07-18,US,1214.44,1214.44,1198.33,1207.71,-0.126607,-0.11845863333333329,Long,True,1225.04,1205.8,1215.02,0.005078280381879706,0.13779429123161102,0.976794291231611
2001-07-19,US,1207.71,1225.04,1205.8,1215.02,-0.123918,-0.11846959999999997,Long,True,1215.69,1207.04,1210.85,-0.0028794834652928255,0.1349148077663182,0.9739148077663182
2001-07-20,US,1215.02,1215.69,1207.04,1210.85,-0.12630999999999998,-0.1186486333333333,Long,True,1215.22,1190.5,1191.03,-0.013733311310236546,0.12118149645608164,0.9601814964560816
2001-07-23,US,1210.85,1215.22,1190.5,1191.03,-0.09388200000000001,-0.11397749999999998,Short,True,1191.03,1165.54,1171.65,0.01365189793707956,0.1348333943931612,0.9738333943931612
2001-07-24,US,1191.03,1191.03,1165.54,1171.65,-0.10715799999999999,-0.11522469999999997,Short,True,1190.52,1171.28,1190.49,-0.013491025476891556,0.12134236891626965,0.9603423689162696
2001-07-25,US,1171.65,1190.52,1171.28,1190.49,-0.112292,-0.1151731333333333,Short,True,1204.18,1182.65,1202.93,-0.008767112701492656,0.11257525621477699,0.951575256214777
2001-07-26,US,1190.49,1204.18,1182.65,1202.93,-0.110883,-0.11495216666666663,Short,True,1209.26,1195.99,1205.82,-0.0020156700722401577,0.11055958614253683,0.9495595861425368
2001-07-27,US,1202.93,1209.26,1195.99,1205.82,-0.102116,-0.11385599999999997,Short,True,1209.05,1200.41,1204.52,0.0009045296976331156,0.11146411584016995,0.9504641158401699
2001-07-30,US,1205.82,1209.05,1200.41,1204.52,-0.09275599999999999,-0.10963569999999997,Short,True,1222.74,1204.52,1211.23,-0.004673803672832399,0.10679031216733756,0.9457903121673376
2001-07-31,US,1204.52,1222.74,1204.52,1211.23,-0.101634,-0.11120253333333333,Short,True,1223.04,1211.23,1215.93,-0.0032556161918050517,0.1035346959755325,0.9425346959755325
2001-08-01,US,1211.23,1223.04,1211.23,1215.93,-0.097648,-0.11155549999999999,Short,True,1226.27,1215.31,1220.75,-0.0033258329015650387,0.10020886307396745,0.9392088630739674
2001-08-02,US,1215.93,1226.27,1215.31,1220.75,-0.098843,-0.11026596666666667,Short,True,1220.75,1205.31,1214.35,0.004398607413475371,0.10460747048744283,0.9436074704874428
2001-08-03,US,1220.75,1220.75,1205.31,1214.35,-0.122017,-0.10992456666666667,Long,True,1214.35,1197.35,1200.48,-0.009582846790463947,0.09502462369697888,0.9340246236969788
2001-08-06,US,1214.35,1214.35,1197.35,1200.48,-0.111979,-0.10629500000000001,Long,True,1207.56,1195.64,1204.4,0.0027396374783420427,0.09776426117532092,0.9367642611753209
2001-08-07,US,1200.47,1207.56,1195.64,1204.4,-0.140709,-0.10905430000000002,Long,True,1206.79,1181.27,1183.53,-0.014538301228827743,0.08322595994649318,0.9222259599464931
2001-08-08,US,1204.4,1206.79,1181.27,1183.53,-0.136272,-0.11009010000000002,Long,True,1184.71,1174.68,1183.43,-7.088962679434563e-05,0.08315507031969883,0.9221550703196988
